"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","STINT","TOT","PC_PA","M","2013-07",5.796968,
"IDN","STINT","TOT","PC_PA","M","2013-08",6.201278,
"IDN","STINT","TOT","PC_PA","M","2013-09",6.975102,
"IDN","STINT","TOT","PC_PA","M","2013-10",7.204659,
"IDN","STINT","TOT","PC_PA","M","2013-11",7.453001,
"IDN","STINT","TOT","PC_PA","M","2013-12",7.70679,
"IDN","STINT","TOT","PC_PA","M","2014-01",7.925876,
"IDN","STINT","TOT","PC_PA","M","2014-02",7.997925,
"IDN","STINT","TOT","PC_PA","M","2014-03",8.092905,
"IDN","STINT","TOT","PC_PA","M","2014-04",8.138687,
"IDN","STINT","TOT","PC_PA","M","2014-05",8.149566,
"IDN","STINT","TOT","PC_PA","M","2014-06",8.149955,
"IDN","STINT","TOT","PC_PA","M","2014-07",8.148643,
"IDN","STINT","TOT","PC_PA","M","2014-08",8.145236,
"IDN","STINT","TOT","PC_PA","M","2014-09",8.109306,
"IDN","STINT","TOT","PC_PA","M","2014-10",7.704798,
"IDN","STINT","TOT","PC_PA","M","2014-11",7.379158,
"IDN","STINT","TOT","PC_PA","M","2014-12",7.180389,
"IDN","STINT","TOT","PC_PA","M","2015-01",7.122027,
"IDN","STINT","TOT","PC_PA","M","2015-02",7.005693,
"IDN","STINT","TOT","PC_PA","M","2015-03",6.805415,
"IDN","STINT","TOT","PC_PA","M","2015-04",6.865175,
"IDN","STINT","TOT","PC_PA","M","2015-05",6.908456,
"IDN","STINT","TOT","PC_PA","M","2015-06",6.941507,
"IDN","STINT","TOT","PC_PA","M","2015-07",7.37365,
"IDN","STINT","TOT","PC_PA","M","2015-08",7.4568,
"IDN","STINT","TOT","PC_PA","M","2015-09",7.743074,
"IDN","STINT","TOT","PC_PA","M","2015-10",8.191063,
"IDN","STINT","TOT","PC_PA","M","2015-11",8.368109,
"IDN","STINT","TOT","PC_PA","M","2015-12",8.706614,
"IDN","STINT","TOT","PC_PA","M","2016-01",8.583902,
"IDN","STINT","TOT","PC_PA","M","2016-02",8.129706,
"IDN","STINT","TOT","PC_PA","M","2016-03",7.027694,
"IDN","STINT","TOT","PC_PA","M","2016-04",6.623336,
"IDN","STINT","TOT","PC_PA","M","2016-05",6.649918,
"IDN","STINT","TOT","PC_PA","M","2016-06",7.043247,
"IDN","STINT","TOT","PC_PA","M","2016-07",7.18526,
"IDN","STINT","TOT","PC_PA","M","2016-08",7.118347,
"IDN","STINT","TOT","PC_PA","M","2016-09",7.134291,
"IDN","STINT","TOT","PC_PA","M","2016-10",7.019615,
"IDN","STINT","TOT","PC_PA","M","2016-11",6.968424,
"IDN","STINT","TOT","PC_PA","M","2016-12",7.207269,
"IDN","STINT","TOT","PC_PA","M","2017-01",6.937001,
"IDN","STINT","TOT","PC_PA","M","2017-02",6.827475,
"IDN","STINT","TOT","PC_PA","M","2017-03",6.858244,
"IDN","STINT","TOT","PC_PA","M","2017-04",6.854501,
"IDN","STINT","TOT","PC_PA","M","2017-05",6.856186,
"IDN","STINT","TOT","PC_PA","M","2017-06",6.887292,
"IDN","STINT","TOT","PC_PA","M","2017-07",6.900419,
"IDN","STINT","TOT","PC_PA","M","2017-08",6.234481,
"IDN","STINT","TOT","PC_PA","M","2017-09",5.378636,
"IDN","STINT","TOT","PC_PA","M","2017-10",5.193182,
"IDN","STINT","TOT","PC_PA","M","2017-11",5.197627,
"IDN","STINT","TOT","PC_PA","M","2017-12",5.378411,
"IDN","STINT","TOT","PC_PA","M","2018-01",5.308506,
"IDN","STINT","TOT","PC_PA","M","2018-02",5.305434,
"IDN","STINT","TOT","PC_PA","M","2018-03",5.323602,
"IDN","STINT","TOT","PC_PA","M","2018-04",5.453283,
"IDN","STINT","TOT","PC_PA","M","2018-05",6.248857,
"IDN","STINT","TOT","PC_PA","M","2018-06",7.102219,
"IDN","STINT","TOT","PC_PA","M","2018-07",7.237246,
"IDN","STINT","TOT","PC_PA","M","2018-08",7.070588,
"IDN","STINT","TOT","PC_PA","M","2018-09",7.138179,
"IDN","STINT","TOT","PC_PA","M","2018-10",7.459431,
"IDN","STINT","TOT","PC_PA","M","2018-11",7.61,
"IDN","STINT","TOT","PC_PA","M","2018-12",7.69,
"IDN","STINT","TOT","PC_PA","M","2019-01",7.49,
"IDN","STINT","TOT","PC_PA","M","2019-02",7.36,
"IDN","STINT","TOT","PC_PA","M","2019-03",7.23,
"IDN","STINT","TOT","PC_PA","M","2019-04",7.21,
"IDN","STINT","TOT","PC_PA","M","2019-05",7.24,
"IDN","STINT","TOT","PC_PA","M","2019-06",7.11,
"IDN","STINT","TOT","PC_PA","M","2019-07",6.64,
"IDN","STINT","TOT","PC_PA","M","2019-08",6.29,
"IDN","STINT","TOT","PC_PA","M","2019-09",6.04,
"IDN","STINT","TOT","PC_PA","M","2019-10",5.74,
"IDN","STINT","TOT","PC_PA","M","2019-11",5.5,
"IDN","STINT","TOT","PC_PA","M","2019-12",5.5,
"IDN","STINT","TOT","PC_PA","M","2020-01",5.47,
"IDN","STINT","TOT","PC_PA","M","2020-02",5.33,
"IDN","STINT","TOT","PC_PA","M","2020-03",5.02,
"IDN","STINT","TOT","PC_PA","M","2020-04",4.9,
"IDN","STINT","TOT","PC_PA","M","2020-05",4.9,
"IDN","STINT","TOT","PC_PA","M","2020-06",4.81,
"IDN","STINT","TOT","PC_PA","M","2020-07",4.53,
"IDN","STINT","TOT","PC_PA","M","2020-08",4.34,
"IDN","STINT","TOT","PC_PA","M","2020-09",4.31,
"IDN","STINT","TOT","PC_PA","M","2020-10",4.3,
"IDN","STINT","TOT","PC_PA","M","2020-11",4.22,
"IDN","STINT","TOT","PC_PA","M","2020-12",4.06,
"IDN","STINT","TOT","PC_PA","M","2021-01",4.05,
"IDN","STINT","TOT","PC_PA","M","2021-02",3.96,
"IDN","STINT","TOT","PC_PA","M","2021-03",3.76,
"IDN","STINT","TOT","PC_PA","M","2021-04",3.75,
"IDN","STINT","TOT","PC_PA","M","2021-05",3.75,
"IDN","STINT","TOT","PC_PA","M","2021-06",3.75,
"IDN","STINT","TOT","PC_PA","M","2021-07",3.75,
"IDN","STINT","TOT","PC_PA","M","2021-08",3.75,
"HUN","STINT","TOT","PC_PA","M","2011-01",6.132,
"HUN","STINT","TOT","PC_PA","M","2011-02",6.9338,
"HUN","STINT","TOT","PC_PA","M","2011-03",6.635534,
"HUN","STINT","TOT","PC_PA","M","2011-04",6.079229,
"HUN","STINT","TOT","PC_PA","M","2011-05",6.875875,
"HUN","STINT","TOT","PC_PA","M","2011-06",6.2728,
"HUN","STINT","TOT","PC_PA","M","2011-07",6.74375,
"HUN","STINT","TOT","PC_PA","M","2011-08",7.1167,
"HUN","STINT","TOT","PC_PA","M","2011-09",6.1938,
"HUN","STINT","TOT","PC_PA","M","2011-10",6.1786,
"HUN","STINT","TOT","PC_PA","M","2011-11",7.25,
"HUN","STINT","TOT","PC_PA","M","2011-12",6.5,
"HUN","STINT","TOT","PC_PA","M","2012-01",8.5434,
"HUN","STINT","TOT","PC_PA","M","2012-02",8.8346,
"HUN","STINT","TOT","PC_PA","M","2012-04",8.19,
"HUN","STINT","TOT","PC_PA","M","2012-05",8.2237,
"HUN","STINT","TOT","PC_PA","M","2012-07",8,
"HUN","STINT","TOT","PC_PA","M","2012-08",7.7727,
"HUN","STINT","TOT","PC_PA","M","2012-10",6.8419,
"HUN","STINT","TOT","PC_PA","M","2013-01",5.7957,
"HUN","STINT","TOT","PC_PA","M","2013-04",4.5674,
"HUN","STINT","TOT","PC_PA","M","2013-05",4.7113,
"HUN","STINT","TOT","PC_PA","M","2013-06",4.48,
"HUN","STINT","TOT","PC_PA","M","2013-07",4.3558,
"HUN","STINT","TOT","PC_PA","M","2013-08",3.9235,
"HUN","STINT","TOT","PC_PA","M","2013-10",3.6006,
"HUN","STINT","TOT","PC_PA","M","2013-11",3.3335,
"HUN","STINT","TOT","PC_PA","M","2013-12",2.9968,
"HUN","STINT","TOT","PC_PA","M","2014-01",2.9924,
"HUN","STINT","TOT","PC_PA","M","2014-02",2.9893,
"HUN","STINT","TOT","PC_PA","M","2014-03",3.245,
"HUN","STINT","TOT","PC_PA","M","2014-04",2.9353,
"HUN","STINT","TOT","PC_PA","M","2014-05",2.5497,
"HUN","STINT","TOT","PC_PA","M","2014-06",2.86,
"HUN","STINT","TOT","PC_PA","M","2014-07",2.2943,
"HUN","STINT","TOT","PC_PA","M","2014-08",2.061,
"HUN","STINT","TOT","PC_PA","M","2014-09",1.9832,
"HUN","STINT","TOT","PC_PA","M","2014-10",1.9084,
"HUN","STINT","TOT","PC_PA","M","2014-11",2.04,
"HUN","STINT","TOT","PC_PA","M","2014-12",2.0641,
"HUN","STINT","TOT","PC_PA","M","2015-01",1.9788,
"HUN","STINT","TOT","PC_PA","M","2015-02",1.8506,
"HUN","STINT","TOT","PC_PA","M","2015-03",1.8224,
"HUN","STINT","TOT","PC_PA","M","2015-04",1.644,
"HUN","STINT","TOT","PC_PA","M","2015-05",1.4201,
"HUN","STINT","TOT","PC_PA","M","2015-06",1.575,
"HUN","STINT","TOT","PC_PA","M","2015-07",1.2598,
"HUN","STINT","TOT","PC_PA","M","2015-08",1.1442,
"HUN","STINT","TOT","PC_PA","M","2015-09",1.2856,
"HUN","STINT","TOT","PC_PA","M","2015-10",1.3185,
"HUN","STINT","TOT","PC_PA","M","2015-11",1.2489,
"HUN","STINT","TOT","PC_PA","M","2015-12",1.3476,
"HUN","STINT","TOT","PC_PA","M","2016-01",1.1855,
"HUN","STINT","TOT","PC_PA","M","2016-02",1.3377,
"HUN","STINT","TOT","PC_PA","M","2016-03",1.1871,
"HUN","STINT","TOT","PC_PA","M","2016-04",1.1846,
"HUN","STINT","TOT","PC_PA","M","2016-05",0.9769,
"HUN","STINT","TOT","PC_PA","M","2016-06",0.927,
"HUN","STINT","TOT","PC_PA","M","2016-07",0.889,
"HUN","STINT","TOT","PC_PA","M","2016-08",0.7529,
"HUN","STINT","TOT","PC_PA","M","2016-09",0.7976,
"HUN","STINT","TOT","PC_PA","M","2016-10",0.86,
"HUN","STINT","TOT","PC_PA","M","2016-11",0.673,
"HUN","STINT","TOT","PC_PA","M","2016-12",0.6565,
"HUN","STINT","TOT","PC_PA","M","2017-01",0.2265,
"HUN","STINT","TOT","PC_PA","M","2017-02",0.3004,
"HUN","STINT","TOT","PC_PA","M","2017-03",0.3418,
"HUN","STINT","TOT","PC_PA","M","2017-04",0.2476,
"HUN","STINT","TOT","PC_PA","M","2017-05",0.2168,
"HUN","STINT","TOT","PC_PA","M","2017-06",0.2498,
"HUN","STINT","TOT","PC_PA","M","2017-07",0.5305,
"HUN","STINT","TOT","PC_PA","M","2017-08",0.2133,
"HUN","STINT","TOT","PC_PA","M","2017-09",0.1354,
"HUN","STINT","TOT","PC_PA","M","2017-10",0.0456,
"HUN","STINT","TOT","PC_PA","M","2017-11",0.0548,
"HUN","STINT","TOT","PC_PA","M","2017-12",0.0644,
"HUN","STINT","TOT","PC_PA","M","2018-01",0.0391,
"HUN","STINT","TOT","PC_PA","M","2018-02",0.0265,
"HUN","STINT","TOT","PC_PA","M","2018-03",0.0437,
"HUN","STINT","TOT","PC_PA","M","2018-04",0.073,
"HUN","STINT","TOT","PC_PA","M","2018-05",0.0838,
"HUN","STINT","TOT","PC_PA","M","2018-06",0.1954,
"HUN","STINT","TOT","PC_PA","M","2018-07",0.2526,
"HUN","STINT","TOT","PC_PA","M","2018-08",0.1327,
"HUN","STINT","TOT","PC_PA","M","2018-09",0.1624,
"HUN","STINT","TOT","PC_PA","M","2018-10",0.1366,
"HUN","STINT","TOT","PC_PA","M","2018-11",0.1193,
"HUN","STINT","TOT","PC_PA","M","2018-12",0.1281,
"HUN","STINT","TOT","PC_PA","M","2019-01",0.1313,
"HUN","STINT","TOT","PC_PA","M","2019-02",0.1836,
"HUN","STINT","TOT","PC_PA","M","2019-03",0.1297,
"HUN","STINT","TOT","PC_PA","M","2019-04",0.1374,
"HUN","STINT","TOT","PC_PA","M","2019-05",0.1636,
"HUN","STINT","TOT","PC_PA","M","2019-06",0.2505,
"HUN","STINT","TOT","PC_PA","M","2019-07",0.2571,
"HUN","STINT","TOT","PC_PA","M","2019-08",0.2698,
"HUN","STINT","TOT","PC_PA","M","2019-09",0.1923,
"HUN","STINT","TOT","PC_PA","M","2019-10",0.1995,
"HUN","STINT","TOT","PC_PA","M","2019-11",0.172,
"HUN","STINT","TOT","PC_PA","M","2019-12",0.1535,
"HUN","STINT","TOT","PC_PA","M","2020-01",0.1792,
"HUN","STINT","TOT","PC_PA","M","2020-02",0.4435,
"HUN","STINT","TOT","PC_PA","M","2020-03",0.4876,
"HUN","STINT","TOT","PC_PA","M","2020-04",1.0886,
"HUN","STINT","TOT","PC_PA","M","2020-05",0.9251,
"HUN","STINT","TOT","PC_PA","M","2020-06",0.8917,
"HUN","STINT","TOT","PC_PA","M","2020-07",0.6929,
"HUN","STINT","TOT","PC_PA","M","2020-08",0.6047,
"HUN","STINT","TOT","PC_PA","M","2020-09",0.8443,
"HUN","STINT","TOT","PC_PA","M","2020-10",0.7505,
"HUN","STINT","TOT","PC_PA","M","2020-11",0.7426,
"HUN","STINT","TOT","PC_PA","M","2020-12",0.7764,
"HUN","STINT","TOT","PC_PA","M","2021-01",0.7488,
"HUN","STINT","TOT","PC_PA","M","2021-02",0.8216,
"HUN","STINT","TOT","PC_PA","M","2021-03",0.7619,
"HUN","STINT","TOT","PC_PA","M","2021-04",0.7501,
"HUN","STINT","TOT","PC_PA","M","2021-05",0.8768,
"HUN","STINT","TOT","PC_PA","M","2021-06",0.8485,
"HUN","STINT","TOT","PC_PA","M","2021-07",0,
"HUN","STINT","TOT","PC_PA","M","2021-08",1.318,
"FIN","STINT","TOT","PC_PA","M","2011-01",1.0172,
"FIN","STINT","TOT","PC_PA","M","2011-02",1.0867,
"FIN","STINT","TOT","PC_PA","M","2011-03",1.1755,
"FIN","STINT","TOT","PC_PA","M","2011-04",1.3212,
"FIN","STINT","TOT","PC_PA","M","2011-05",1.4251,
"FIN","STINT","TOT","PC_PA","M","2011-06",1.4886,
"FIN","STINT","TOT","PC_PA","M","2011-07",1.5976,
"FIN","STINT","TOT","PC_PA","M","2011-08",1.5521,
"FIN","STINT","TOT","PC_PA","M","2011-09",1.5365,
"FIN","STINT","TOT","PC_PA","M","2011-10",1.5759,
"FIN","STINT","TOT","PC_PA","M","2011-11",1.4847,
"FIN","STINT","TOT","PC_PA","M","2011-12",1.4261,
"FIN","STINT","TOT","PC_PA","M","2012-01",1.2222,
"FIN","STINT","TOT","PC_PA","M","2012-02",1.0483,
"FIN","STINT","TOT","PC_PA","M","2012-03",0.8585,
"FIN","STINT","TOT","PC_PA","M","2012-04",0.7443,
"FIN","STINT","TOT","PC_PA","M","2012-05",0.6849,
"FIN","STINT","TOT","PC_PA","M","2012-06",0.6589,
"FIN","STINT","TOT","PC_PA","M","2012-07",0.497,
"FIN","STINT","TOT","PC_PA","M","2012-08",0.3324,
"FIN","STINT","TOT","PC_PA","M","2012-09",0.2463,
"FIN","STINT","TOT","PC_PA","M","2012-10",0.2079,
"FIN","STINT","TOT","PC_PA","M","2012-11",0.192,
"FIN","STINT","TOT","PC_PA","M","2012-12",0.1855,
"FIN","STINT","TOT","PC_PA","M","2013-01",0.2049,
"FIN","STINT","TOT","PC_PA","M","2013-02",0.2234,
"FIN","STINT","TOT","PC_PA","M","2013-03",0.2061,
"FIN","STINT","TOT","PC_PA","M","2013-04",0.2089,
"FIN","STINT","TOT","PC_PA","M","2013-05",0.2012,
"FIN","STINT","TOT","PC_PA","M","2013-06",0.2103,
"FIN","STINT","TOT","PC_PA","M","2013-07",0.2214,
"FIN","STINT","TOT","PC_PA","M","2013-08",0.2259,
"FIN","STINT","TOT","PC_PA","M","2013-09",0.2232,
"FIN","STINT","TOT","PC_PA","M","2013-10",0.2258,
"FIN","STINT","TOT","PC_PA","M","2013-11",0.2234,
"FIN","STINT","TOT","PC_PA","M","2013-12",0.2735,
"FIN","STINT","TOT","PC_PA","M","2014-01",0.292,
"FIN","STINT","TOT","PC_PA","M","2014-02",0.2881,
"FIN","STINT","TOT","PC_PA","M","2014-03",0.3053,
"FIN","STINT","TOT","PC_PA","M","2014-04",0.3297,
"FIN","STINT","TOT","PC_PA","M","2014-05",0.3246,
"FIN","STINT","TOT","PC_PA","M","2014-06",0.2414,
"FIN","STINT","TOT","PC_PA","M","2014-07",0.205,
"FIN","STINT","TOT","PC_PA","M","2014-08",0.1916,
"FIN","STINT","TOT","PC_PA","M","2014-09",0.0971,
"FIN","STINT","TOT","PC_PA","M","2014-10",0.0826,
"FIN","STINT","TOT","PC_PA","M","2014-11",0.0809,
"FIN","STINT","TOT","PC_PA","M","2014-12",0.0809,
"FIN","STINT","TOT","PC_PA","M","2015-01",0.0627,
"FIN","STINT","TOT","PC_PA","M","2015-02",0.0482,
"FIN","STINT","TOT","PC_PA","M","2015-03",0.0272,
"FIN","STINT","TOT","PC_PA","M","2015-04",0.0047,
"FIN","STINT","TOT","PC_PA","M","2015-05",-0.0104,
"FIN","STINT","TOT","PC_PA","M","2015-06",-0.0139,
"FIN","STINT","TOT","PC_PA","M","2015-07",-0.0187,
"FIN","STINT","TOT","PC_PA","M","2015-08",-0.0277,
"FIN","STINT","TOT","PC_PA","M","2015-09",-0.037,
"FIN","STINT","TOT","PC_PA","M","2015-10",-0.0536,
"FIN","STINT","TOT","PC_PA","M","2015-11",-0.0876,
"FIN","STINT","TOT","PC_PA","M","2015-12",-0.1263,
"FIN","STINT","TOT","PC_PA","M","2016-01",-0.1461,
"FIN","STINT","TOT","PC_PA","M","2016-02",-0.1836,
"FIN","STINT","TOT","PC_PA","M","2016-03",-0.2285,
"FIN","STINT","TOT","PC_PA","M","2016-04",-0.2492,
"FIN","STINT","TOT","PC_PA","M","2016-05",-0.2572,
"FIN","STINT","TOT","PC_PA","M","2016-06",-0.2679,
"FIN","STINT","TOT","PC_PA","M","2016-07",-0.2945,
"FIN","STINT","TOT","PC_PA","M","2016-08",-0.2982,
"FIN","STINT","TOT","PC_PA","M","2016-09",-0.3016,
"FIN","STINT","TOT","PC_PA","M","2016-10",-0.309,
"FIN","STINT","TOT","PC_PA","M","2016-11",-0.3127,
"FIN","STINT","TOT","PC_PA","M","2016-12",-0.3158,
"FIN","STINT","TOT","PC_PA","M","2017-01",-0.3255,
"FIN","STINT","TOT","PC_PA","M","2017-02",-0.3286,
"FIN","STINT","TOT","PC_PA","M","2017-03",-0.3293,
"FIN","STINT","TOT","PC_PA","M","2017-04",-0.3304,
"FIN","STINT","TOT","PC_PA","M","2017-05",-0.3295,
"FIN","STINT","TOT","PC_PA","M","2017-06",-0.33,
"FIN","STINT","TOT","PC_PA","M","2017-07",-0.3304,
"FIN","STINT","TOT","PC_PA","M","2017-08",-0.3291,
"FIN","STINT","TOT","PC_PA","M","2017-09",-0.3294,
"FIN","STINT","TOT","PC_PA","M","2017-10",-0.3295,
"FIN","STINT","TOT","PC_PA","M","2017-11",-0.329,
"FIN","STINT","TOT","PC_PA","M","2017-12",-0.3279,
"FIN","STINT","TOT","PC_PA","M","2018-01",-0.3285,
"FIN","STINT","TOT","PC_PA","M","2018-02",-0.3285,
"FIN","STINT","TOT","PC_PA","M","2018-03",-0.3279,
"FIN","STINT","TOT","PC_PA","M","2018-04",-0.3285,
"FIN","STINT","TOT","PC_PA","M","2018-05",-0.3252,
"FIN","STINT","TOT","PC_PA","M","2018-06",-0.322,
"FIN","STINT","TOT","PC_PA","M","2018-07",-0.3207,
"FIN","STINT","TOT","PC_PA","M","2018-08",-0.319,
"FIN","STINT","TOT","PC_PA","M","2018-09",-0.3188,
"FIN","STINT","TOT","PC_PA","M","2018-10",-0.3177,
"FIN","STINT","TOT","PC_PA","M","2018-11",-0.3164,
"FIN","STINT","TOT","PC_PA","M","2018-12",-0.3119,
"FIN","STINT","TOT","PC_PA","M","2019-01",-0.308,
"FIN","STINT","TOT","PC_PA","M","2019-02",-0.3084,
"FIN","STINT","TOT","PC_PA","M","2019-03",-0.3092,
"FIN","STINT","TOT","PC_PA","M","2019-04",-0.3105,
"FIN","STINT","TOT","PC_PA","M","2019-05",-0.3119,
"FIN","STINT","TOT","PC_PA","M","2019-06",-0.3289,
"FIN","STINT","TOT","PC_PA","M","2019-07",-0.3649,
"FIN","STINT","TOT","PC_PA","M","2019-08",-0.4077,
"FIN","STINT","TOT","PC_PA","M","2019-09",-0.4176,
"FIN","STINT","TOT","PC_PA","M","2019-10",-0.4129,
"FIN","STINT","TOT","PC_PA","M","2019-11",-0.4013,
"FIN","STINT","TOT","PC_PA","M","2019-12",-0.3947,
"FIN","STINT","TOT","PC_PA","M","2020-01",-0.3911,
"FIN","STINT","TOT","PC_PA","M","2020-02",-0.4088,
"FIN","STINT","TOT","PC_PA","M","2020-03",-0.4166,
"FIN","STINT","TOT","PC_PA","M","2020-04",-0.254,
"FIN","STINT","TOT","PC_PA","M","2020-05",-0.272,
"FIN","STINT","TOT","PC_PA","M","2020-06",-0.376,
"FIN","STINT","TOT","PC_PA","M","2020-07",-0.4441,
"FIN","STINT","TOT","PC_PA","M","2020-08",-0.4797,
"FIN","STINT","TOT","PC_PA","M","2020-09",-0.4914,
"FIN","STINT","TOT","PC_PA","M","2020-10",-0.5091,
"FIN","STINT","TOT","PC_PA","M","2020-11",-0.5209,
"FIN","STINT","TOT","PC_PA","M","2020-12",-0.5381,
"FIN","STINT","TOT","PC_PA","M","2021-01",-0.5472,
"FIN","STINT","TOT","PC_PA","M","2021-02",-0.5411,
"FIN","STINT","TOT","PC_PA","M","2021-03",-0.5391,
"FIN","STINT","TOT","PC_PA","M","2021-04",-0.5382,
"FIN","STINT","TOT","PC_PA","M","2021-05",-0.5401,
"FIN","STINT","TOT","PC_PA","M","2021-06",-0.5429,
"FIN","STINT","TOT","PC_PA","M","2021-07",-0.5448,
"FIN","STINT","TOT","PC_PA","M","2021-08",-0.5476,
"LUX","STINT","TOT","PC_PA","M","2011-01",1.0172,
"LUX","STINT","TOT","PC_PA","M","2011-02",1.0867,
"LUX","STINT","TOT","PC_PA","M","2011-03",1.1755,
"LUX","STINT","TOT","PC_PA","M","2011-04",1.3212,
"LUX","STINT","TOT","PC_PA","M","2011-05",1.4251,
"LUX","STINT","TOT","PC_PA","M","2011-06",1.4886,
"LUX","STINT","TOT","PC_PA","M","2011-07",1.5976,
"LUX","STINT","TOT","PC_PA","M","2011-08",1.5521,
"LUX","STINT","TOT","PC_PA","M","2011-09",1.5365,
"LUX","STINT","TOT","PC_PA","M","2011-10",1.5759,
"LUX","STINT","TOT","PC_PA","M","2011-11",1.4847,
"LUX","STINT","TOT","PC_PA","M","2011-12",1.4261,
"LUX","STINT","TOT","PC_PA","M","2012-01",1.2222,
"LUX","STINT","TOT","PC_PA","M","2012-02",1.0483,
"LUX","STINT","TOT","PC_PA","M","2012-03",0.8585,
"LUX","STINT","TOT","PC_PA","M","2012-04",0.7443,
"LUX","STINT","TOT","PC_PA","M","2012-05",0.6849,
"LUX","STINT","TOT","PC_PA","M","2012-06",0.6589,
"LUX","STINT","TOT","PC_PA","M","2012-07",0.497,
"LUX","STINT","TOT","PC_PA","M","2012-08",0.3324,
"LUX","STINT","TOT","PC_PA","M","2012-09",0.2463,
"LUX","STINT","TOT","PC_PA","M","2012-10",0.2079,
"LUX","STINT","TOT","PC_PA","M","2012-11",0.192,
"LUX","STINT","TOT","PC_PA","M","2012-12",0.1855,
"LUX","STINT","TOT","PC_PA","M","2013-01",0.2049,
"LUX","STINT","TOT","PC_PA","M","2013-02",0.2234,
"LUX","STINT","TOT","PC_PA","M","2013-03",0.2061,
"LUX","STINT","TOT","PC_PA","M","2013-04",0.2089,
"LUX","STINT","TOT","PC_PA","M","2013-05",0.2012,
"LUX","STINT","TOT","PC_PA","M","2013-06",0.2103,
"LUX","STINT","TOT","PC_PA","M","2013-07",0.2214,
"LUX","STINT","TOT","PC_PA","M","2013-08",0.2259,
"LUX","STINT","TOT","PC_PA","M","2013-09",0.2232,
"LUX","STINT","TOT","PC_PA","M","2013-10",0.2258,
"LUX","STINT","TOT","PC_PA","M","2013-11",0.2234,
"LUX","STINT","TOT","PC_PA","M","2013-12",0.2735,
"LUX","STINT","TOT","PC_PA","M","2014-01",0.292,
"LUX","STINT","TOT","PC_PA","M","2014-02",0.2881,
"LUX","STINT","TOT","PC_PA","M","2014-03",0.3053,
"LUX","STINT","TOT","PC_PA","M","2014-04",0.3297,
"LUX","STINT","TOT","PC_PA","M","2014-05",0.3246,
"LUX","STINT","TOT","PC_PA","M","2014-06",0.2414,
"LUX","STINT","TOT","PC_PA","M","2014-07",0.205,
"LUX","STINT","TOT","PC_PA","M","2014-08",0.1916,
"LUX","STINT","TOT","PC_PA","M","2014-09",0.0971,
"LUX","STINT","TOT","PC_PA","M","2014-10",0.0826,
"LUX","STINT","TOT","PC_PA","M","2014-11",0.0809,
"LUX","STINT","TOT","PC_PA","M","2014-12",0.0809,
"LUX","STINT","TOT","PC_PA","M","2015-01",0.0627,
"LUX","STINT","TOT","PC_PA","M","2015-02",0.0482,
"LUX","STINT","TOT","PC_PA","M","2015-03",0.0272,
"LUX","STINT","TOT","PC_PA","M","2015-04",0.0047,
"LUX","STINT","TOT","PC_PA","M","2015-05",-0.0104,
"LUX","STINT","TOT","PC_PA","M","2015-06",-0.0139,
"LUX","STINT","TOT","PC_PA","M","2015-07",-0.0187,
"LUX","STINT","TOT","PC_PA","M","2015-08",-0.0277,
"LUX","STINT","TOT","PC_PA","M","2015-09",-0.037,
"LUX","STINT","TOT","PC_PA","M","2015-10",-0.0536,
"LUX","STINT","TOT","PC_PA","M","2015-11",-0.0876,
"LUX","STINT","TOT","PC_PA","M","2015-12",-0.1263,
"LUX","STINT","TOT","PC_PA","M","2016-01",-0.1461,
"LUX","STINT","TOT","PC_PA","M","2016-02",-0.1836,
"LUX","STINT","TOT","PC_PA","M","2016-03",-0.2285,
"LUX","STINT","TOT","PC_PA","M","2016-04",-0.2492,
"LUX","STINT","TOT","PC_PA","M","2016-05",-0.2572,
"LUX","STINT","TOT","PC_PA","M","2016-06",-0.2679,
"LUX","STINT","TOT","PC_PA","M","2016-07",-0.2945,
"LUX","STINT","TOT","PC_PA","M","2016-08",-0.2982,
"LUX","STINT","TOT","PC_PA","M","2016-09",-0.3016,
"LUX","STINT","TOT","PC_PA","M","2016-10",-0.309,
"LUX","STINT","TOT","PC_PA","M","2016-11",-0.3127,
"LUX","STINT","TOT","PC_PA","M","2016-12",-0.3158,
"LUX","STINT","TOT","PC_PA","M","2017-01",-0.3255,
"LUX","STINT","TOT","PC_PA","M","2017-02",-0.3286,
"LUX","STINT","TOT","PC_PA","M","2017-03",-0.3293,
"LUX","STINT","TOT","PC_PA","M","2017-04",-0.3304,
"LUX","STINT","TOT","PC_PA","M","2017-05",-0.3295,
"LUX","STINT","TOT","PC_PA","M","2017-06",-0.33,
"LUX","STINT","TOT","PC_PA","M","2017-07",-0.3304,
"LUX","STINT","TOT","PC_PA","M","2017-08",-0.3291,
"LUX","STINT","TOT","PC_PA","M","2017-09",-0.3294,
"LUX","STINT","TOT","PC_PA","M","2017-10",-0.3295,
"LUX","STINT","TOT","PC_PA","M","2017-11",-0.329,
"LUX","STINT","TOT","PC_PA","M","2017-12",-0.3279,
"LUX","STINT","TOT","PC_PA","M","2018-01",-0.3285,
"LUX","STINT","TOT","PC_PA","M","2018-02",-0.3285,
"LUX","STINT","TOT","PC_PA","M","2018-03",-0.3279,
"LUX","STINT","TOT","PC_PA","M","2018-04",-0.3285,
